平台,帖子ID,发布时间,负责人,项目,一级品线,二级品线,主题,形式,优质,链接,标题,缺失项
tk,7635090601481915679,2026-05-02,周紫月,KOL品线推广,功能胶,橡胶底胶,开箱;口播;教程,视频,,https://www.tiktok.com/@beautyluxnails/video/7635090601481915679,"I got my hands on the Beetles Rubber Base Gel ✨
Growing your natural nails was never this easy! 
.
This collection comes with 6 different shades from pinky nudes to milky pink shades 😍 perfect for my girls who do their nails at home and they want to grow their natural nails 💅🏻
@BeetlesGelPolish 
.
The nudes collection will be linked on my amzn storefront 🔗
.
.
#beetlesgelpolish #rubberbase #naturalnails #manicureathome #nailswatch ",
tk,7635310248563150110,2026-05-02,罗婧,KOL品线推广,彩胶,纯色,做款,视频,,https://www.tiktok.com/@esme25sz/video/7635310248563150110,Spring nails 🎀🌸🍓✨ #nails #nailart #uñasdecoradas #beetlesgelpolish #colorfulnails ,
tk,7635311347886034189,2026-05-02,高咏欣,2026母亲节礼盒,彩胶,混合套组,开箱;口播,视频,,https://www.tiktok.com/@zionnydickson/video/7635311347886034189,"Thank you @BeetlesGelPolish I love everything about this😭 

#unboxing #beetlesgelpolish #nailsathome #newproducts #haul ",
yt,EK0d3sbdwQ8,2026-05-02,罗婧,KOL品线推广,彩胶,纯色,做款,视频,,https://www.youtube.com/watch?v=EK0d3sbdwQ8,Spring nails 🎀🌸🍓✨,
yt,P1LY0J9T1bg,2026-05-02,林盈盈,2026母亲节礼盒,彩胶,混合套组,开箱;做款;口播;刷色,视频,,https://www.youtube.com/watch?v=P1LY0J9T1bg,DIY Testing Beetles Mother's Day Kit,
ins,DXw9JCPKTwo,2026-05-01,黄莉莎,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.instagram.com/p/DXw9JCPKTwo/,"Are you an aspiring nail tech… ready to master your skills? let’s build our skills together with our 1:1 online & in person skill mastery courses, DM to enroll. (this is to learn the artistry, not to get licensed.)

Are you looking for a bomb nail tech… outstanding customer service skills, comfortable environment and Unique Long-lasting nails?🩷 Let’s Pamper ourselves with One-Of-A-Kind nails🚨
• ✨Luxury at your fingertips✨ 
Custom reusable handmade acrylic press-ons shipped straight to you✈️ , complete with our @caseys_beauty_studio deluxe prep kit for 3+ weeks of flawless wear. 💅. Order Inquiries: 📲 When you DM, send: Length, shape, and inspo pics 💕 via DM & the number in my bio
•💕your nail dreams awaits you!💖
Schedule your luxurious nail appointment at 5151 Monroe st. Toledo, Oh; Suite 232✨
Allow yourself a Self Care day and treat yourself here at @caseys_beauty_studio where a luxury experience awaits you! Schedule an appointment today by clicking the link in my bio! 

•ALL PRODUCTS USED IN THIS VIDEO LINKED IN MY AMAZON STOREFRONT (bio) 
#caseysbeautystudio #toledonails #toledo #acrylicpressons #toledoohionails toledonailtech toledoohionailsalon toledoohionailtech detroitnailtech detroitnails detroitgolf monroenailtech BirminghamDetroit northvillenails Bowlinggreennails grossepointe
 explorepage explore explorepagenails novinailtech nailsfyp rochesterhillsnails
419nailtech lucascounty  royaloaknails stClairshoresnails nor",
ins,DXx75yShKKP,2026-05-01,高咏欣,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.instagram.com/p/DXx75yShKKP/,"The Perfect Mother’s Day Gift Idea 💐♥️🥰
I’m absolutely in love with every detail! This set is perfect for anyone who loves doing nails or wants a special self-care moment 💕
Would you gift this or keep it for yourself? 😍
🛍️ The direct link to this beautiful set is in my profile so you can order it in time for Mother’s Day!
💖 Don’t forget to use my discount code: Becerra10 🫶🏻 @beetlesgelpolish #beetlesgelpolish #beetlesmanitimewithmom #manitimewithmom 

#beetlesgelpolish",
ins,DXxspTpBS5c,2026-05-01,林盈盈,KOL品线推广,彩胶,混合套组,做款,视频,1,https://www.instagram.com/p/DXxspTpBS5c/,"Do cartoon doodle nails with me 〰️🖍️

I’ve gotten lots of requests for short nail designs so here’s something cute for all the short nail girlies out there 🥰

Using @beetlesgelpolish
✨Dessert feast gel polish set
✨12 color nail art pens
✨rhinestone glue gel

Use code CXHNAILS10 for 10% off (link in bio) 🌸

🏷️ #beetlesgelpolish #cartoonnails #pressonnails #shortnails #nailinspo cutenails nailartist asmr",
tk,7634606863253835030,2026-05-01,李伊芸,KOL品线推广,彩胶初学者套装,F13灯套装,开箱;刷色,视频,,https://www.tiktok.com/@nailed.by.liss/video/7634606863253835030,I wish I had this when I first started… everything you would need as a beginner in ONE box 🫣✨ get yours whilst its on sale👀 #nailart #fyp #beetlesgel #nailinspo #pressonnails ,
tk,7634642453441694989,2026-05-01,李伊芸,KOL品线推广,彩胶初学者套装,F13灯套装,开箱;刷色,视频,,https://www.tiktok.com/@nails.by.ans8/video/7634642453441694989,Thank you so much!! Pt.2 Coming soon!! @Beetles GelPolish #fypシ #gelxnails #cateye #gel ,
tk,7634644494960315679,2026-05-01,高咏欣,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@nailsbybecerra/video/7634644494960315679,"The Perfect Mother’s Day Gift Idea 💐♥️🥰I’m absolutely in love with every detail! This set is perfect for anyone who loves doing nails or wants a special self-care moment 💕
Would you gift this or keep it for yourself? 😍
🛍️ The direct link to this beautiful set is in my profile so you can order it in time for Mother’s Day!
💖 Don’t forget to use my discount code: Becerra10 ✨ #gelnail #nailkit  #beetlesgelpolish #beetlesManiTimewithMom #manitimewithmom ",
tk,7634645343598087437,2026-05-01,李伊芸,KOL品线推广,功能胶,胶水,教程,视频,,https://www.tiktok.com/@krayznailz/video/7634645343598087437,personally love this nail glue 👩‍🍳💋#beetlesnailglue #nailglue #gelx #application #nail ,
tk,7634645346664123679,2026-05-01,李伊芸,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@gracelianakyle/video/7634645346664123679,All the gel colors from The Beatles Mother’s Day bundle 🌺🎨#gelcolors #beetles #BeetlesManiTimewithMom #nailsupplieshaul #nailsupplies ,
tk,7634685274596953357,2026-05-01,高咏欣,2026母亲节礼盒,彩胶,混合套组,开箱;口播,视频,,https://www.tiktok.com/@_mannacured/video/7634685274596953357,We are literally twins.. | Thank you @BeetlesGelPolish 🥰🥹 Mama K approved #momanddaughter #unboxingreview #collab #PRunboxing #guyssendmore ,
tk,7634697518713998606,2026-05-01,周紫月,2026dealbox&PD,构建美甲,混合套组,开箱;口播,视频,,https://www.tiktok.com/@polished_by_rozi/video/7634697518713998606,"open my first PR package with me! 🥹💕 so incredibly grateful to every single one of you! Thank you so much @BeetlesGelPolish #beetlesdealsbox #beetlesgelpolish 

@gaoy_official @@skibidylily @bornprettynailsPH @dndgel @Modelones @Aprés Nail Professional @Cuticle & Company @melodysusie_gels @MakarttOfficial #prunboxing #prhaul ",
tk,7634720723176606989,2026-05-01,周紫月,KOL品线推广,款式创作,拍拍胶套组,做款;口播;教程,视频,,https://www.tiktok.com/@khloegracee/video/7634720723176606989,this changed the GAME!!🎀#creatorsearchinsights #auranails #nailtutorial #diynails #nailsart ,
tk,7634776283896892685,2026-05-01,林盈盈,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@cxh.nails/video/7634776283896892685,"Do cartoon doodle nails with me 〰️🖍️

I’ve gotten lots of requests for short nail designs so here’s something cute for all the short nail girlies out there 🥰

Using @BeetlesGelPolish 
✨Dessert feast gel polish set
✨12 color nail art pens
✨rhinestone glue gel

Use code CXHNAILS10 for 10% off (link in bio) 🌸

🏷️ #beetlesgelpolish #cutenails #shortnails #pressonnails #nailinspo ",
yt,KV0yILyqOjw,2026-05-01,高咏欣,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.youtube.com/watch?v=KV0yILyqOjw,Im obsessed😍Perfect idea for Mother’s Day💅💐All products are from,
yt,M2nIhsK3WKk,2026-05-01,黄嘉丽,KOL品线推广,彩胶,纯色,做款,视频,,https://www.youtube.com/watch?v=M2nIhsK3WKk,come make a soft feminine set with me 🤍,
ins,DXuM7UDDZbr,2026-04-30,梁裕君,社媒日常推广,彩胶初学者套装,F13灯套装,转载kol,视频,,https://www.instagram.com/p/DXuM7UDDZbr/,"Hosted another 𝘗𝘳𝘦𝘴𝘴 & 𝘔𝘪𝘯𝘨𝘭𝘦 with students from a South Brooklyn high school and this one meant a lot.

This wasn’t just about nails. Each student created their own press-on set to take home, but more importantly, we had real conversations about my 𝘦𝘯𝘵𝘳𝘦𝘱𝘳𝘦𝘯𝘦𝘶𝘳𝘴𝘩𝘪𝘱 𝘫𝘰𝘶𝘳𝘯𝘦𝘺, the steps it took to build 𝐆𝐨𝐭 𝐘𝐨𝐮 𝐏𝐨𝐥𝐢𝐬𝐡𝐞𝐝, and what’s possible for them too.

Being able to pour into the 𝐧𝐞𝐱𝐭 𝐠𝐞𝐧𝐞𝐫𝐚𝐭𝐢𝐨𝐧, especially in the same communities that shaped me, is something I don’t take lightly.

Thank you to @beetlesgelpolish for sponsoring each student with full kits to start their nail journey, and to @goodshepherdnyc for trusting us to help inspire the youth.

𝐓𝐡𝐢𝐬 𝐢𝐬 𝐨𝐧𝐥𝐲 𝐭𝐡𝐞 𝐛𝐞𝐠𝐢𝐧𝐧𝐢𝐧𝐠.

#nycnailtech #NailEducation #nycyouth #nycsalon",
ins,DXuPAgzxniV,2026-04-30,李伊芸,KOL品线推广,构建美甲,鼠标灯套装,做款,视频,,https://www.instagram.com/p/DXuPAgzxniV/,"love how this set came together ✨

such a cute idea if you’re doing your nails yourself or even as a little gift moment 💅🏻

their kits are HEMA-free and beginner-friendly, which makes everything way easier

use code SOFTLUXNAILS for 10% off — link in bio

@beetlesgelpolish 

#beetlesgelpolish #nailtech #beginnernailtech #beginnails #nailsathome",
ins,DXugl30Cvrt,2026-04-30,林盈盈,KOL品线推广,彩胶初学者套装,鼠标灯套装,做款,视频,,https://www.instagram.com/p/DXugl30Cvrt/,"You need to try this marble nail art hack 😱

LIKE, SAVE, SHARE, & FOLLOW for more nail inspo! 

Full nail tutorial is up on my YouTube channel, linked in my bio!!

Using products from @beetlesgelpolish 

•
•
#nails #beetlesgelpolish #nailhack",
ins,DXvCs9TxFTp,2026-04-30,罗婧,2026母亲节礼盒,彩胶,混合套组,开箱;做款,视频,,https://www.instagram.com/p/DXvCs9TxFTp/,Polkadot nails 🎀 #BeetlesManiTimewithMom #manitimewithmom #nails #polkadotnails #nailart,
tk,7634222359012150559,2026-04-30,李伊芸,KOL品线推广,构建美甲,鼠标灯套装,做款,视频,,https://www.tiktok.com/@softlux.nails/video/7634222359012150559,"love how this set came together ✨

such a cute idea if you’re doing your nails yourself or even as a little gift moment 💅🏻

their kits are HEMA-free and beginner-friendly, which makes everything way easier

use code SOFTLUXNAILS for 10% off — link in bio

@BeetlesGelPolish 

#beetlesgelpolish #nailtech #beginnernailtech #beginnails #nailsathome ",
tk,7634240016885091606,2026-04-30,罗婧,KOL品线推广,彩胶初学者套装,F13灯套装,开箱;做款,视频,,https://www.tiktok.com/@nailsbyk_x/video/7634240016885091606,"A little unboxing and tutorial using @BeetlesGelPolish *gifted

#beetlesgelpolish #nailart #nailturtorials #summernails #nailsartvideos ",
tk,7634248062386375958,2026-04-30,黄嘉丽,KOL品线推广,彩胶初学者套装,四指灯套装,做款,视频,,https://www.tiktok.com/@mariane_mkl/video/7634248062386375958,"1 Day 1 Design💅🏻 | Ariel Edition 🧜‍♀️ | Envie de faire une ligne Disney : donnez tous vos perso pref à ajouter dans le verre mes bbyyy🫣

#nailarttutorial #3dnailart  #disneynails #ariel #tiktokfr ",
tk,7634250345635384589,2026-04-30,林盈盈,2026dealbox&PD,配件,预构建甲片套组,开箱,视频,,https://www.tiktok.com/@kayl9997/video/7634250345635384589,"@BeetlesGelPolish 
#beetlesgelpolish #beetles #gelxnails #fyp #nailart ",
tk,7634262700280794382,2026-04-30,林盈盈,KOL品线推广,彩胶初学者套装,鼠标灯套装,做款,视频,,https://www.tiktok.com/@nailedbybrandi/video/7634262700280794382,"This is the best marble nail art hack 

Full nail tutorial is linked in my bio! 

Using products from @BeetlesGelPolish 

#nails #nailhack #beetlesgelpolish ",
tk,7634284260089761055,2026-04-30,李伊芸,KOL品线推广,构建美甲,鼠标灯套装,开箱;做款;口播,视频,,https://www.tiktok.com/@ultrasecretbridget/video/7634284260089761055,"Come do my gel x nails with me using @BeetlesGelPolish kits!

If you want a nail salon at home Beetles has got you covered 🩷

Products used:
*Beetles Gel Polish Kit
*Beetles Tipex Nail Tips Acrylic Apex nail tips 
*Beetles Builder Gel nail kit

10% Off Code: BYBRIDGET10 on amazon

All links are in my bio if you are interested in these products!
#beetlesgelpolish #BeetlesDealsBox #BeetlesTipexLite #nail #fyp ",
tk,7634306538634595615,2026-04-30,李伊芸,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@gracelianakyle/video/7634306538634595615,Unboxing Beatles Mother’s Day collection 💌💐💅 @BeetlesGelPolish #BeetlesManiTimewithMom #ManiTimeWithMom #mothersdaygift #nailsupplieshaul #nailsupplies ,
tk,7634320231359368478,2026-04-30,李伊芸,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@gracelianakyle/video/7634320231359368478,Stunning manicure kit for Mother’s Day!!! Beetles Mother’s Day collection linked in my storefront ❤️@BeetlesGelPolish #BeetlesManiTimewithMom #ManiTimeWithMom #mothersdaygift #nailsupplieshaul #nailsupplies ,
tk,7634332769857981727,2026-04-30,高咏欣,KOL品线推广,穿戴甲,UV穿戴甲,做款;成品展示,视频,,https://www.tiktok.com/@dierraslife/video/7634332769857981727,"So cute so classy 
@BeetlesGelPolish 
#beetles #pressonnails #pressons ",
tk,7634334535739657503,2026-04-30,罗惠仪,KOL品线推广,彩胶,特色胶,开箱;做款,视频,,https://www.tiktok.com/@jasminlockenails/video/7634334535739657503,used @BeetlesGelPolish hema free cateyes and random chromes from amazon ,
tk,7634335221793541406,2026-04-30,罗婧,2026母亲节礼盒,彩胶,混合套组,开箱;做款,视频,,https://www.tiktok.com/@esme25sz/video/7634335221793541406,Polkadot nails 🎀 #BeetlesManiTimewithMom #manitimewithmom #nails #polkadotnails #nailart ,
tk,7634358921263713566,2026-04-30,周紫月,2026美甲灯,配件,美甲灯,开箱;口播;教程,视频,,https://www.tiktok.com/@mrs.manicure/video/7634358921263713566,"Replying to @aliltwisted77 
Kitty paw flash cure lamp 🐾 🐱 
@BeetlesGelPolish 
#nailhack #flashcurelamp #uvlamp #naillamp #gelxnails ",
tk,7634363177743977759,2026-04-30,周紫月,2026dealbox&PD,彩胶,纯色,开箱;口播,视频,,https://www.tiktok.com/@ashleyrodnails/video/7634363177743977759,"Thank you 🙏🏼❤️ @BeetlesGelPolish 

#prpackage #unboxwithme #nailmail #fypシ゚viral #nailcontent ",
tk,7634365469994126605,2026-04-30,林盈盈,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@ch1aseedd/video/7634365469994126605,SO PRETTY @BeetlesGelPolish #Beetlesgelpolish #BeetlesDealsBox #nailart #unboxingvideo #pr ,
tk,7634399726737132830,2026-04-30,黄嘉丽,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@thatdanat/video/7634399726737132830,Do my nails with me using @BeetlesGelPolish Mani Time With Mom gift box set. #beetlesgelpolish #BeetlesManiTimewithMom #ManiTimeWithMom,
tk,7634547867935411487,2026-04-30,林盈盈,2026dealbox&PD,彩胶初学者套装,预构建甲片,开箱,视频,,https://www.tiktok.com/@j_hammann/video/7634547867935411487,the best nail kit for beginners! use the code JHAMMANN10 to get 10% off your order @BeetlesGelPolish #Beetlesgelpolish #BeetlesDealsBox #nailinspo #nailkit ,
tk,7634560984799005966,2026-04-30,李伊芸,2026dealbox&PD,彩胶初学者套装,四指灯套装,做款,视频,,https://www.tiktok.com/@victoria.no.secretss/video/7634560984799005966,Use code  BYVICTORIA10 to get 10% off!!#beetlesgelpolish#BeetlesDealsBox#BeetlesTipexLite ,
yt,lFivXBfo7i0,2026-04-30,高咏欣,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.youtube.com/watch?v=lFivXBfo7i0,The Perfect Mother’s Day Gift Idea 💐💅discounts Code: Becerra10 @beetlesgelpol,
yt,twi-anShocE,2026-04-30,林盈盈,KOL品线推广,彩胶,混合套组,做款,视频,1,https://www.youtube.com/watch?v=twi-anShocE,Cartoon doodle nails 〰️🖍️,
ins,DXr3Cp-EzVl,2026-04-29,黄莉莎,KOL品线推广,彩胶,纯色,教程,视频,,https://www.instagram.com/p/DXr3Cp-EzVl/,"Prep is EVERYTHING when it comes to retention and making your nails last 🙌🏽✨

• Lightly buff the shine from your nail tips—this helps the product grip better and prevents lifting
• Remove all dust after buffing (don’t skip this). Any leftover dust can cause peeling, lifting, and chipping
• Apply a dehydrator to remove oils so your base coat bonds properly

Now for the application 💅🏽

• Apply Beetles Base Coat and cure for 30–60 seconds depending on your lamp
• Go in with shade E461 as your base—apply 2 coats, curing in between for full coverage
• Add blooming gel (don’t cure yet 👀)
• Using E466, create your flowers
• Add 5 dots and let them bloom for about 10 seconds—once you love the look, cure
• Use E464 to finish detailing the flowers and cure again

To lock everything in 🔒✨

• Apply Beetles Top Coat, fully seal the nail, and cure for 60 seconds

This prep + process is what keeps your set looking fresh, glossy, and long-lasting 💖

Use Code NAILSBYA10 

  #topcoat
 #basecoat #bloominggelpolish #beetlesgelpolish @beetlesgelpolish",
